Subject,filepath,Date,Body,Source
T1543.003: Windows Service,https://attack.mitre.org/techniques/T1543/003,,"Windows Service. process writes , process writes service configuration, process writes a system, process writes configuration file, process executes these drivers, process executes rootkits, process reads , process executes , process writes administrator privileges, process reads privileges, process executes privileges, process writes example, process writes process memory, process writes persistence, process executes process memory, process executes order to escalate privileges",MITRE-ATT&CK
T1568.001: Fast Flux DNS,https://attack.mitre.org/techniques/T1568/001,,Fast Flux DNS. process writes network connection,MITRE-ATT&CK
T1497.001: System Checks,https://attack.mitre.org/techniques/T1497/001,,"System Checks. process reads service configuration, process reads process memory",MITRE-ATT&CK
T1053.003: Cron,https://attack.mitre.org/techniques/T1053/003,,"Cron. process executes the cron utility, process writes esxi environments, process writes file, process executes scheduling task functionality, process executes, process executes task scheduling",MITRE-ATT&CK
T1069.002: Domain Groups,https://attack.mitre.org/techniques/T1069/002,,"Domain Groups. process reads , process executes , process reads group and permission settings, process reads permissions, process executes permissions, process reads group permission settings, process reads many different ways, process writes",MITRE-ATT&CK
T1588.006: Vulnerabilities,https://attack.mitre.org/techniques/T1588/006,,"Vulnerabilities. process reads , process executes , process reads capabilities that can be used during targeting, process sends capabilities that can be used during targeting, process reads them, process sends them, process reads addition to purchasing capabilities, process sends addition to purchasing capabilities, process reads capabilities, process sends capabilities, process reads software licenses, process sends software licenses",MITRE-ATT&CK
T1566.002: Spearphishing Link,https://attack.mitre.org/techniques/T1566/002,,"Spearphishing Link. process writes social engineering, process sends social engineering, process executes user execution, process reads the web browser, process writes the web browser, process executes the web browser, process reads the end system, process executes the end system, process executes special characters, process reads , process writes , process reads authentication token, process sends authentication token, process sends , process executes",MITRE-ATT&CK
T1070.002: Clear Linux or Mac System Logs,https://attack.mitre.org/techniques/T1070/002,,"Clear Linux or Mac System Logs. process deletes , process writes , process writes artifacts generated within systems, process reads the integrity of security solutions, process writes the integrity of security solutions, process executes the integrity of security solutions",MITRE-ATT&CK
T1499.004: Application or System Exploitation,https://attack.mitre.org/techniques/T1499/004,,"Application or System Exploitation. process reads software vulnerabilities, process executes software vulnerabilities, process reads , process executes , process reads the system, process executes the system, process writes",MITRE-ATT&CK
T1137: Office Application Startup,https://attack.mitre.org/techniques/T1137,,"Office Application Startup. process executes based microsoft applications, process reads outlook, process executes ",MITRE-ATT&CK
T1218.004: InstallUtil,https://attack.mitre.org/techniques/T1218/004,,"InstallUtil. process executes linux systems adversaries, process executes trusted binaries",MITRE-ATT&CK
T1598.003: Spearphishing Link,https://attack.mitre.org/techniques/T1598/003,,"Spearphishing Link. process reads information, process writes social engineering, process sends social engineering, process reads , process writes , process writes shared library, process sends shared library, process reads session their cookie, process reads credential file, process sends , process receives , process writes mobile user device, process sends mobile user device, process reads confidential information, process executes",MITRE-ATT&CK
T1021.004: SSH,https://attack.mitre.org/techniques/T1021/004,,"SSH. process writes , process executes a blend of protocols, including vnc, process executes applications, process reads versions of macos, process executes versions of macos, process reads an ssh session, process executes an ssh session, process reads ard an session, process executes ard an session",MITRE-ATT&CK
